clean_body,agent,source,pr_type,closed_at,state,detected_lang,merged_at,id_pr,created_at,friction_score,sentiment_label,sentiment_model_used,is_negative,dominant_emotion,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,emotion_surprise,emotion_neutral,negative_emotion_score,friction_category,is_merged,timestamp,created_time,merged_time,time_to_merge_hours,is_human
"## Pull Request Overview This PR implements HTTP auto-retry functionality with exponential backoff to handle network errors and server issues gracefully. The implementation introduces a new RetryHandler class that automatically retries requests on specific conditions, replacing the previous HTTP handling approach with a more robust solution. ### Key Changes - Replaces [CODE] with a new [CODE] function that has a requests-like interface - Implements RetryHandler class with exponential backoff (2^n seconds wait time) - Adds comprehensive retry logic for specific HTTP status codes (408, 429, 500, 502, 503, 504) and network exceptions ### Reviewed Changes Copilot reviewed 7 out of 7 changed files in this pull request and generated 6 comments. <details> <summary>Show a summary per file</summary> | File | Description | | ---- | ----------- | | ddns/util/http.py | Core HTTP module rewrite with new request() function and retry infrastructure | | ddns/provider/_base.py | Updated to use new request() function with 2 retries for DNS providers | | ddns/ip.py | Updated to use new request() function with 3 retries for IP detection | | tests/test_util_http_retry.py | New comprehensive test suite for retry functionality | | tests/test_util_http.py | Updated HTTP tests to use new request() function | | tests/test_provider_callback.py | Simplified test cases and removed retry helper method | | tests/test_provider_namesilo.py | Added type ignore comment | </details> <details> <summary>Comments suppressed due to low confidence (1)</summary> **tests/test_util_http_retry.py:142** * The test_max_retries_exceeded test only covers 2 out of 2 retries with 2 different exceptions. This doesn't adequately test the 'max retries exceeded' scenario. The test should verify that with retries=2, exactly 2 attempts are made, and the last exception is raised. Consider adding a test that actually exceeds the retry limit. [CODE_BLOCK] </details>",Copilot,review,feat,2025-07-19 04:31:15+00:00,,EN,2025-07-19T04:31:15Z,3241734959,2025-07-18 03:39:53+00:00,0.028087042272090912,neutral,EN,False,neutral,0.007841287180781364,0.006391885224729776,0.0018748322036117315,0.00589730404317379,0.005429913755506277,0.029258934780955315,0.9433059096336365,0.005384479591157287,N/A,1,2025-07-18 03:39:53+00:00,2025-07-18 03:39:53+00:00,2025-07-19 04:31:15+00:00,24.85611111111111,False
"## Pull Request Overview This PR implements automatic HTTP retry functionality with exponential backoff to handle network errors and server issues gracefully in the DDNS client application. The implementation adds a new RetryHandler class and replaces the existing [CODE] function with a more robust [CODE] function that provides requests-style interface with built-in retry capability. - Core implementation includes RetryHandler class with configurable retry logic and exponential backoff (2^n seconds wait time) - Smart retry logic that only retries specific HTTP status codes (408, 429, 500, 502, 503, 504) and network exceptions - Updated all existing HTTP usage throughout the codebase to use the new retry-enabled request function ### Reviewed Changes Copilot reviewed 7 out of 7 changed files in this pull request and generated 5 comments. <details> <summary>Show a summary per file</summary> | File | Description | | ---- | ----------- | | tests/test_util_http_retry.py | New comprehensive test suite for HTTP retry functionality with 33 tests covering retry scenarios, mock-based testing, and real network validation | | tests/test_util_http.py | Updated existing HTTP tests to use new request function and consolidated multiple network request tests for better efficiency | | tests/test_provider_namesilo.py | Added type ignore comment for index compatibility | | tests/test_provider_callback.py | Simplified callback provider tests by removing manual retry logic and SSL import, updated timing parameters | | ddns/util/http.py | Major refactor replacing send_http_request with request function, added RetryHandler and SSLFallbackHandler classes with exponential backoff | | ddns/provider/_base.py | Updated provider base class to use new request function with 2 retries for DNS provider operations | | ddns/ip.py | Updated IP detection module to use new request function with 2 retries | </details> <details> <summary>Comments suppressed due to low confidence (1)</summary> **tests/test_util_http_retry.py:147** * The test is asserting that a bug exists (function returns None when it should raise an exception) rather than testing correct behavior. Tests should verify expected correct behavior, not document known bugs. This indicates missing proper error handling test coverage. [CODE_BLOCK] </details>",Copilot,review,feat,2025-07-19 04:31:15+00:00,,EN,2025-07-19T04:31:15Z,3241734959,2025-07-18 03:39:53+00:00,0.03606759011745453,neutral,EN,False,neutral,0.013766073621809483,0.011759759858250618,0.003347967751324177,0.004735591355711222,0.012469621375203133,0.03236354514956474,0.9215574264526367,0.010335855651646852,N/A,1,2025-07-18 03:39:53+00:00,2025-07-18 03:39:53+00:00,2025-07-19 04:31:15+00:00,24.85611111111111,False
"## Pull Request Overview This PR implements HTTP auto-retry functionality with exponential backoff to handle network errors and server issues gracefully in the DDNS client. The implementation adds intelligent retry logic for DNS operations and IP detection. Key changes: - Introduces a new [CODE] class with configurable retry counts and exponential backoff - Replaces the existing [CODE] function with a new [CODE] function featuring requests-style interface - Configures retry counts across the codebase: 2 retries for DNS providers and IP detection ### Reviewed Changes Copilot reviewed 7 out of 7 changed files in this pull request and generated 4 comments. <details> <summary>Show a summary per file</summary> | File | Description | | ---- | ----------- | | [CODE] | Core HTTP module rewrite with retry handler, new request function, and SSL fallback improvements | | [CODE] | Updates provider base class to use new request function with 2 retries | | [CODE] | Updates IP detection module to use new request function with 2 retries | | [CODE] | Comprehensive test suite for retry functionality with 33 tests covering retry scenarios | | [CODE] | Updates existing HTTP tests to use new request function and consolidates network tests | | [CODE] | Minor type annotation addition | | [CODE] | Simplifies callback provider tests by removing custom retry logic and SSL imports | </details> <details> <summary>Comments suppressed due to low confidence (4)</summary> **tests/test_util_http_retry.py:2** * The type ignore comment '[index]' appears to be incorrect. Should be '[no-redef]' or removed entirely if not needed. [CODE_BLOCK] **tests/test_util_http_retry.py:311** * The test uses real network requests which may be unreliable in CI environments. Consider mocking this test or adding it to a separate integration test suite as recommended in the coding guidelines. [CODE_BLOCK] **tests/test_util_http_retry.py:370** * The test relies on external services (expired.badssl.com) which may be unreliable. Consider mocking SSL errors instead of relying on external certificate validation failures. [CODE_BLOCK] **tests/test_util_http.py:181** * The test method combines multiple test scenarios into one large test. This violates the guideline to write focused unit tests. Consider splitting this into separate test methods for better isolation and debugging. [CODE_BLOCK] </details>",Copilot,review,feat,2025-07-19 04:31:15+00:00,,EN,2025-07-19T04:31:15Z,3241734959,2025-07-18 03:39:53+00:00,0.03514682129025459,neutral,EN,False,neutral,0.011060011573135853,0.014145721681416035,0.006587999407202005,0.004987228196114302,0.007839582860469818,0.019498754292726517,0.9358806610107422,0.009908328880555928,N/A,1,2025-07-18 03:39:53+00:00,2025-07-18 03:39:53+00:00,2025-07-19 04:31:15+00:00,24.85611111111111,False
"## Pull Request Overview This PR adds a new [CODE] command handler to the GitHub Actions workflow that runs the ILVerify script, detects changes in baseline files, and posts a summary back to the PR. It also extends the commit/push and commenting steps to include the new [CODE] result. - Introduce an [CODE] step that sets [CODE], runs [CODE], diffs [CODE] files, and records changes. - Expand commit/push conditions to trigger on [CODE] success and update the comment logic to include [CODE] output.",Copilot,review,feat,2025-05-20 12:19:20+00:00,,EN,2025-05-20T12:19:20Z,3076064186,2025-05-20 07:58:18+00:00,0.011976942420005798,neutral,EN,False,neutral,0.007551748771220446,0.00355710880830884,0.001986593706533313,0.005171563941985369,0.002049673581495881,0.020329833030700684,0.959353506565094,0.00378628121688962,N/A,1,2025-05-20 07:58:18+00:00,2025-05-20 07:58:18+00:00,2025-05-20 12:19:20+00:00,4.350555555555555,False
"Remove the unused [CODE] variable. Quote the variable in the shell test ([ ""$FILES_CHANGED"" -eq 0 ]) to prevent errors if the variable is empty or contains unexpected whitespace. The echo call may emit a literal \n instead of a real newline. Use echo -e to ensure the output is formatted with actual line breaks in GitHub Actions. This will trigger a commit push even when ilverify ran but made no changes. Consider adding a check for actual git changes (e.g., using git diff --quiet) to skip commits when no files were modified.",Copilot,review,feat,2025-05-20 12:19:20+00:00,,EN,2025-05-20T12:19:20Z,3076064186,2025-05-20 07:58:18+00:00,0.16943509876728058,neutral,EN,False,neutral,0.016783639788627625,0.01426599733531475,0.006874056998640299,0.0010715080425143242,0.010438659228384495,0.010567237623035908,0.9399988651275635,0.012090588337741792,N/A,1,2025-05-20 07:58:18+00:00,2025-05-20 07:58:18+00:00,2025-05-20 12:19:20+00:00,4.350555555555555,False
The workflow is failing. Change [CODE] in the commands.yml file to become [CODE],Copilot,review,feat,2025-05-20 12:19:20+00:00,,EN,2025-05-20T12:19:20Z,3076064186,2025-05-20 07:58:18+00:00,0.8458945751190186,negative,EN,True,sadness,0.18219754099845886,0.14780646562576294,0.017374765127897263,0.001164289191365242,0.4265994429588318,0.014297673478722572,0.21055984497070312,0.1934945536777377,Code Style,1,2025-05-20 07:58:18+00:00,2025-05-20 07:58:18+00:00,2025-05-20 12:19:20+00:00,4.350555555555555,False
It would be nice to see a test case added to the wit file that has a function that has no returns,Copilot,review,fix,2025-06-25 23:18:13+00:00,,EN,,3168695693,2025-06-23 15:59:01+00:00,0.0421433299779892,neutral,EN,False,neutral,0.004019175656139851,0.004615189507603645,0.0009588253451511264,0.2508035898208618,0.006945618893951178,0.04507169872522354,0.6875858306884766,0.00413470235071145,N/A,0,2025-06-23 15:59:01+00:00,2025-06-23 15:59:01+00:00,,,False
"## Pull Request Overview This PR removes the unnecessary LinuxImageDemand variable definition from the pipeline configuration and replaces its usage with the explicit string value ""ImageOverride -equals ubuntu-24.04"" to improve clarity and consistency. - Removed the LinuxImageDemand variable from eng/pipelines/templates/variables/image.yml - Inlined the demand string in eng/pipelines/docindex.yml to remove indirection ### Reviewed Changes Copilot reviewed 2 out of 2 changed files in this pull request and generated 1 comment. | File | Description | | ----------------------------------------- | -------------------------------------------------------- | | eng/pipelines/templates/variables/image.yml | Removed the LinuxImageDemand variable definition | | eng/pipelines/docindex.yml | Replaced the variable reference with a hardcoded value |",Copilot,review,build,2025-06-24 18:08:10+00:00,,EN,2025-06-24T18:08:10Z,3169803701,2025-06-24 00:11:57+00:00,0.07635418325662613,neutral,EN,False,neutral,0.008492635563015938,0.007303536403924227,0.002172498032450676,0.0057196361012756824,0.007708460092544556,0.03640328347682953,0.932200014591217,0.006419282522983849,N/A,1,2025-06-24 00:11:57+00:00,2025-06-24 00:11:57+00:00,2025-06-24 18:08:10+00:00,17.936944444444446,False
"## Pull Request Overview This PR fixes a YAML formatting issue in the Variable Groups release pipeline documentation example by switching from literal ([CODE]) to folded ([CODE]) style for the [CODE] field, ensuring multi-line arguments are combined into a single command string. - Updated the [CODE] field in the YAML snippet from [CODE] to [CODE] - Verified documentation builds and renders correctly after change",Copilot,review,fix,2025-07-02 17:29:33+00:00,,EN,2025-07-02T17:29:33Z,3193739949,2025-07-01 20:38:06+00:00,0.0295779500156641,neutral,EN,False,neutral,0.008357536047697067,0.0049925376661121845,0.0012163511710241437,0.008194990456104279,0.003145562019199133,0.019337540492415428,0.9547555446624756,0.004427996726008132,N/A,1,2025-07-01 20:38:06+00:00,2025-07-01 20:38:06+00:00,2025-07-02 17:29:33+00:00,20.8575,False
"## Pull Request Overview This PR introduces a dedicated [CODE] interface to constrain analytics plugin configuration to the relevant subset and updates plugin typings, exports, and tests accordingly. - Added a new [CODE] interface file. - Updated [CODE] and default values to use [CODE] instead of the broad [CODE]. - Re-exported [CODE] in the public API and added unit tests to validate its shape. ### Reviewed Changes Copilot reviewed 6 out of 6 changed files in this pull request and generated 1 comment. <details> <summary>Show a summary per file</summary> | File | Description | | ----------------------------------------------------------- | --------------------------------------------------------------------- | | extensions/applicationinsights-analytics-js/.../IAnalyticsConfig.ts | New interface file for analytics-specific config | | extensions/applicationinsights-analytics-js/.../AnalyticsPlugin.ts | Switched plugin properties ([CODE], [CODE], [CODE]) to use [CODE] | | extensions/applicationinsights-analytics-js/src/applicationinsights-analytics-js.ts | Re-exported [CODE] from the package entry point | | AISKU/src/applicationinsights-web.ts | Re-exported [CODE] for the AISKU bundle | | AISKU/Tests/Unit/src/IAnalyticsConfig.Tests.ts | Added tests to validate that [CODE] is exported and its shape | </details> <details> <summary>Comments suppressed due to low confidence (1)</summary> **extensions/applicationinsights-analytics-js/src/JavaScriptSDK/Interfaces/IAnalyticsConfig.ts:12** * [nitpick] Update this JSDoc comment to reflect that IAnalyticsConfig contains analytics-specific settings, or enumerate the properties it includes for clearer documentation. [CODE_BLOCK] </details>",Copilot,review,refactor,2025-07-07 21:16:47+00:00,,EN,2025-07-07T21:16:47Z,3104405109,2025-05-30 22:37:29+00:00,0.014034286141395569,neutral,EN,False,neutral,0.008272984996438026,0.007765944581478834,0.002343131694942713,0.005498229060322046,0.0077435411512851715,0.034888602793216705,0.9334874749183655,0.006531400606036186,N/A,1,2025-05-30 22:37:29+00:00,2025-05-30 22:37:29+00:00,2025-07-07 21:16:47+00:00,910.655,False
## Pull Request Overview 此 PR 增强了内容导入时对 JSONL 的支持，新增对 JSON 数组格式的解析并保持向后兼容，同时更新了前端输入提示。 - 在 [CODE] 中新增对 [CODE] JSON 数组格式的识别和解析 - 保留原有按行和逗号分隔的解析逻辑，智能回退无效 JSON 时使用旧逻辑 - 更新批量导入界面 [CODE] 的占位提示，列出支持的多种格式 ### Reviewed Changes Copilot reviewed 2 out of 2 changed files in this pull request and generated no comments. | File | Description | | ----------------------------------------------- | --------------------------------------- | | frontend/components/common/project/constants.ts | 修改 [CODE] 函数，支持 JSON 数组格式解析 | | frontend/components/common/project/BulkImportSection.tsx | 更新导入文本框占位提示，列出三种批量导入格式 | <details> <summary>Comments suppressed due to low confidence (1)</summary> **frontend/components/common/project/constants.ts:72** * parseImportContent 函数新增了对 JSON 数组格式的解析逻辑，但缺少对应的单元测试用例。建议补充测试以覆盖有效和无效 JSON 数组的解析场景，确保功能稳定。 [CODE_BLOCK] </details>,Copilot,review,feat,2025-07-06 04:52:14+00:00,,ZH,2025-07-06T04:52:14Z,3205980960,2025-07-06 03:11:41+00:00,0.0016048518009483814,neutral,ZH,False,joy,0.05982903391122818,0.0,0.03530905023217201,0.8548755049705505,0.049986451864242554,0.0,0.0,0.036281134001910686,N/A,1,2025-07-06 03:11:41+00:00,2025-07-06 03:11:41+00:00,2025-07-06 04:52:14+00:00,1.6758333333333333,False
Can you try running again to see if you have any build errors? Don't worry about adding nuget.org to the nuget.config file Just try to build the project like normal and lets see if it works,Copilot,review,feat,2025-07-08 02:39:50+00:00,,EN,,3193162981,2025-07-01 16:49:15+00:00,0.12599098682403564,neutral,EN,False,fear,0.028404375538229942,0.00646824948489666,0.5145198106765747,0.008648402988910675,0.02651102840900421,0.03784230723977089,0.3776059150695801,0.14397586602717638,N/A,0,2025-07-01 16:49:15+00:00,2025-07-01 16:49:15+00:00,,,False
Makes sense to add the round,Copilot,review,feat,2025-06-30 22:02:37+00:00,,EN,2025-06-30T22:02:37Z,3188621420,2025-06-30 14:03:54+00:00,0.04595814272761345,neutral,EN,False,neutral,0.008334018290042877,0.02312496304512024,0.005373746622353792,0.015948990359902382,0.008198081515729427,0.012891716323792934,0.9261283874511719,0.011257702368311584,N/A,1,2025-06-30 14:03:54+00:00,2025-06-30 14:03:54+00:00,2025-06-30 22:02:37+00:00,7.978611111111111,False
"## Pull Request Overview This PR adds a configurable keyboard shortcut feature for focusing the search bar, replacing the previously hardcoded Ctrl/⌘ + K shortcut. Users can now specify custom shortcuts including single keys or complex key combinations through the new [CODE] option. - Introduces new [CODE] plugin option with flexible keymap parsing - Implements cross-platform keymap utilities with smart hint display (Mac vs non-Mac symbols) - Updates SearchBar component to use configurable shortcuts instead of hardcoded ones ### Reviewed Changes Copilot reviewed 10 out of 10 changed files in this pull request and generated 3 comments. <details> <summary>Show a summary per file</summary> | File | Description | | ---- | ----------- | | validateOptions.ts | Adds schema validation for new searchBarShortcutKeymap option | | validateOptions.spec.ts | Updates test expectations and adds validation tests for custom keymaps | | generate.ts | Exports the new searchBarShortcutKeymap configuration value | | generate.spec.ts | Updates test expectations to include new keymap export | | index.ts | Adds TypeScript interface definition for searchBarShortcutKeymap option | | declarations.ts | Declares the new searchBarShortcutKeymap export from generated.js | | keymap.ts | Implements keymap parsing, matching, and hint generation utilities | | keymap.spec.ts | Comprehensive test suite for keymap utility functions | | SearchBar.tsx | Updates component to use configurable shortcuts and dynamic hint display | | README.md | Documents the new searchBarShortcutKeymap option with usage examples | </details>",Copilot,review,feat,2025-07-16 12:55:51+00:00,,EN,2025-07-16T12:55:51Z,3235279907,2025-07-16 09:59:31+00:00,0.012563714757561684,neutral,EN,False,neutral,0.007689080201089382,0.004483360797166824,0.0020736989099532366,0.01517575979232788,0.006018485873937607,0.05855194851756096,0.9060076475143433,0.0050661564455367625,N/A,1,2025-07-16 09:59:31+00:00,2025-07-16 09:59:31+00:00,2025-07-16 12:55:51+00:00,2.938888888888889,False
Copilot wasn't able to review any files in this pull request.,Copilot,review,feat,2025-07-03 05:38:41+00:00,,EN,2025-07-03T05:38:41Z,3198011555,2025-07-03 04:51:30+00:00,0.6270246505737305,negative,EN,True,neutral,0.02887105755507946,0.04023289307951927,0.009365780279040337,0.0023743174970149994,0.3211687505245209,0.026835696771740913,0.5711514949798584,0.09990962035953999,Security,1,2025-07-03 04:51:30+00:00,2025-07-03 04:51:30+00:00,2025-07-03 05:38:41+00:00,0.7863888888888889,False
Successfully tested.,Copilot,review,feat,2025-07-03 05:38:41+00:00,,EN,2025-07-03T05:38:41Z,3198011555,2025-07-03 04:51:30+00:00,0.011063704267144203,positive,EN,False,joy,0.009127765893936157,0.004459680523723364,0.014427678659558296,0.6303043961524963,0.009283185936510563,0.03175009787082672,0.3006472885608673,0.009324577753432095,N/A,1,2025-07-03 04:51:30+00:00,2025-07-03 04:51:30+00:00,2025-07-03 05:38:41+00:00,0.7863888888888889,False
"## Pull Request Overview This PR migrates the UITest project from Selenium WebDriver to Microsoft Playwright, refactoring synchronous APIs into async patterns and updating page object methods accordingly. - Replaced Selenium dependencies with Microsoft.Playwright and updated global usings. - Refactored [CODE] to use an async factory ([CODE]) and implement [CODE]. - Converted all page object classes and the end-to-end test to async/await with Playwright selectors. ### Reviewed Changes Copilot reviewed 18 out of 19 changed files in this pull request and generated 3 comments. <details> <summary>Show a summary per file</summary> | File | Description | |-------------------------------------------|----------------------------------------------------------------------| | src/UITest/UITest.csproj | Removed Selenium packages, added Playwright reference | | src/UITest/ScenarioTests.cs | Converted test to [CODE], expanded chained calls, updated Stop | | src/UITest/PageModel/PitstopApp.cs | Introduced [CODE], [CODE], [CODE], disposal| | src/UITest/PageModel/MainMenu.cs | Renamed navigation methods with [CODE] suffix and Playwright clicks | | src/UITest/PageModel/Pages/\* | Updated all page object methods to use [CODE] Playwright APIs | </details>",Copilot,review,feat,2025-07-03 05:38:41+00:00,,EN,2025-07-03T05:38:41Z,3198011555,2025-07-03 04:51:30+00:00,0.016292143613100052,neutral,EN,False,neutral,0.008019684813916683,0.006831312086433172,0.002214685082435608,0.006132665555924177,0.006034522317349911,0.03608984127640724,0.9346773028373718,0.0057750510750338435,N/A,1,2025-07-03 04:51:30+00:00,2025-07-03 04:51:30+00:00,2025-07-03 05:38:41+00:00,0.7863888888888889,False
"## Pull Request Overview This PR replaces Selenium with Playwright for UI tests, refactors the core PitstopApp and page objects to async/await patterns, and updates the end-to-end scenario test to use the new Playwright API. - Swapped out Selenium dependencies for Microsoft.Playwright - Converted [CODE] and all Pages to async factory methods and Playwright calls - Updated [CODE] to use [CODE] and Playwright navigation ### Reviewed Changes Copilot reviewed 18 out of 19 changed files in this pull request and generated 2 comments. | File | Description | | --------------------------------------- | ---------------------------------------------------------------- | | src/UITest/UITest.csproj | Removed Selenium packages and added Microsoft.Playwright | | src/UITest/ScenarioTests.cs | Converted the end-to-end test to async/await and Playwright API | | src/UITest/PageModel/PitstopApp.cs | Refactored application setup to Playwright with [CODE] and [CODE] | <details> <summary>Comments suppressed due to low confidence (1)</summary> **src/UITest/PageModel/PitstopApp.cs:68** * The browser is launched with [CODE], but the PR description mentions headless mode. Consider setting [CODE] to run tests in headless mode consistently. [CODE_BLOCK] </details>",Copilot,review,feat,2025-07-03 05:38:41+00:00,,EN,2025-07-03T05:38:41Z,3198011555,2025-07-03 04:51:30+00:00,0.037098340690135956,neutral,EN,False,neutral,0.01053908746689558,0.007711002137511969,0.004119527526199818,0.007191465701907873,0.009995446540415287,0.05079374834895134,0.9096497297286987,0.008091265917755663,N/A,1,2025-07-03 04:51:30+00:00,2025-07-03 04:51:30+00:00,2025-07-03 05:38:41+00:00,0.7863888888888889,False
"## Pull Request Overview This PR fixes table formatting issues in the README.md file under the Reusable Prompt heading by using the [CODE] script to regenerate the content and remove problematic blank lines that were breaking the markdown table structure. - Fixed broken table rows that had blank lines interrupting the table structure - Corrected title formatting for one entry from "".NET WPF"" to ""Dotnet Wpf"" - Reorganized table entries to ensure proper alphabetical ordering <details> <summary>Comments suppressed due to low confidence (1)</summary> **README.md:39** * The title 'Dotnet Wpf' is inconsistent with the naming pattern used elsewhere in the table. It should be '.NET WPF' to match the original format and maintain consistency with other .NET entries like '.NET MAUI'. [CODE_BLOCK] </details>",Copilot,review,fix,2025-07-25 02:42:42+00:00,,EN,2025-07-25T02:42:42Z,3261779776,2025-07-25 02:31:32+00:00,0.11279726028442383,neutral,EN,False,neutral,0.025833850726485252,0.015314429998397827,0.005431252531707287,0.0035597728565335274,0.013425586745142937,0.024966325610876083,0.9114687442779541,0.015001280000433326,N/A,1,2025-07-25 02:31:32+00:00,2025-07-25 02:31:32+00:00,2025-07-25 02:42:42+00:00,0.18611111111111112,False
@copilot run golangci-lint Running [/home/runner/golangci-lint-2.1.6-linux-amd64/golangci-lint config path] in [/home/runner/work/celestia-core/celestia-core] ... Running [/home/runner/golangci-lint-2.1.6-linux-amd64/golangci-lint config verify] in [/home/runner/work/celestia-core/celestia-core] ... Running [/home/runner/golangci-lint-2.1.6-linux-amd64/golangci-lint run --timeout 10m] in [/home/runner/work/celestia-core/celestia-core] ... Error: mempool/cat/peers_test.go:42:1: File is not properly formatted (gofmt) ^ 1 issues: * gofmt: 1 Error: issues found Ran golangci-lint in 39[36](https://github.com/celestiaorg/celestia-core/actions/runs/15876373239/job/44772403231?pr=2062#step:5:38)9ms,Copilot,review,fix,2025-06-30 15:44:31+00:00,,EN,2025-06-30T15:44:31Z,3172409641,2025-06-24 15:21:21+00:00,0.0383741520345211,neutral,EN,False,neutral,0.015023484826087952,0.0048398361541330814,0.011274602264165878,0.004423229955136776,0.08896093815565109,0.15517839789390564,0.720299482345581,0.0300247153500095,N/A,1,2025-06-24 15:21:21+00:00,2025-06-24 15:21:21+00:00,2025-06-30 15:44:31+00:00,144.38611111111112,False
"## Pull Request Overview This PR introduces automatic rule ID generation in the clint linter by leveraging __init_subclass__ in the Rule base class and itertools.count, thereby eliminating manual _id() implementations across 25+ rule classes. - Automatically assigns unique IDs to concrete Rule subclasses using __init_subclass__ - Removes 79 lines of boilerplate code by eliminating redundant manual _id() methods - Preserves all existing rule IDs for backward compatibility <details> <summary>Comments suppressed due to low confidence (1)</summary> **dev/clint/src/clint/rules.py:16** * Consider adding a brief comment here explaining that _id_counter serves as a global counter for auto-generating unique IDs across concrete Rule subclasses, which would improve the code's maintainability. [CODE_BLOCK] </details>",Copilot,review,feat,2025-06-18 10:35:24+00:00,,EN,2025-06-18T10:35:24Z,3155745045,2025-06-18 07:13:07+00:00,0.025957677513360977,neutral,EN,False,neutral,0.009682589210569859,0.005266582127660513,0.0021847058087587357,0.005997465457767248,0.004170516971498728,0.01841598190367222,0.9542821645736694,0.005326098529621959,N/A,1,2025-06-18 07:13:07+00:00,2025-06-18 07:13:07+00:00,2025-06-18 10:35:24+00:00,3.3713888888888888,False
Fix failing tests,Copilot,review,test,2025-07-30 06:26:21+00:00,,EN,2025-07-30T06:26:21Z,3275437185,2025-07-30 01:56:51+00:00,0.624462902545929,negative,EN,True,sadness,0.1929260492324829,0.05054793879389763,0.009372617118060589,0.0023156844545155764,0.47510048747062683,0.012266739271581173,0.2574704885482788,0.181986773153767,Testing,1,2025-07-30 01:56:51+00:00,2025-07-30 01:56:51+00:00,2025-07-30 06:26:21+00:00,4.491666666666666,False
Why can I not approve this I am assigned to review this.,Copilot,review,feat,2025-05-22 12:52:54+00:00,,EN,2025-05-22T12:52:54Z,3080058343,2025-05-21 12:25:21+00:00,0.8574985265731812,negative,EN,True,anger,0.5634428262710571,0.03771306201815605,0.021205522119998932,0.0017270680982619524,0.3202416002750397,0.014273841865360737,0.04139607772231102,0.23565075267106295,Security,1,2025-05-21 12:25:21+00:00,2025-05-21 12:25:21+00:00,2025-05-22 12:52:54+00:00,24.45916666666667,False
Changes look good.,Copilot,review,feat,2025-05-22 12:52:54+00:00,,EN,2025-05-22T12:52:54Z,3080058343,2025-05-21 12:25:21+00:00,0.0059544299729168415,positive,EN,False,neutral,0.006325594149529934,0.02100409008562565,0.0013675137888640165,0.34847062826156616,0.008572893217206001,0.017982713878154755,0.5962765216827393,0.0093175228103064,N/A,1,2025-05-21 12:25:21+00:00,2025-05-21 12:25:21+00:00,2025-05-22 12:52:54+00:00,24.45916666666667,False
"## Pull Request Overview This pull request adds revoke functionality for Airlock requests with corresponding UI confirmation dialogs to help prevent accidental data exports while addressing security concerns. Key changes include: - Adding a new ""Revoked"" status and corresponding action in both backend and frontend models - Implementing a new API endpoint and service function to handle revoke operations - Updating UI components and tests to support confirmation dialogs and proper revoke behavior ### Reviewed Changes Copilot reviewed 15 out of 15 changed files in this pull request and generated 2 comments. <details> <summary>Show a summary per file</summary> | File | Description | | ---- | ----------- | | ui/app/src/models/apiEndpoints.ts | Added a new endpoint for AirlockRevoke | | ui/app/src/models/airlock.ts | Added ""Revoked"" status and ""Revoke"" action | | ui/app/src/components/shared/airlock/AirlockViewRequest.tsx | Introduced revoke dialog, button, and related state management | | ui/app/src/components/shared/airlock/AirlockReviewRequest.tsx | Added confirmation dialogs for approve/reject actions | | api_app/services/airlock.py | Added revoke_request service for status change and event publishing | | api_app/db/repositories/airlock_requests.py | Updated validate_status_update to include revoke logic | | api_app/api/routes/airlock.py | Added API route for revoking airlock requests | | Various tests | Updated to cover revoke functionality | </details>",Copilot,review,feat,2025-07-03 15:40:52+00:00,,EN,2025-07-03T15:40:52Z,3139579722,2025-06-12 09:45:47+00:00,0.019030340015888214,neutral,EN,False,neutral,0.010871569626033306,0.005402303766459227,0.007788874674588442,0.00932948850095272,0.007362162694334984,0.04617947340011597,0.9130662679672241,0.00785622769035399,N/A,1,2025-06-12 09:45:47+00:00,2025-06-12 09:45:47+00:00,2025-07-03 15:40:52+00:00,509.91805555555555,False
Tested and LGTM.,Copilot,review,feat,2025-07-03 15:40:52+00:00,,EN,2025-07-03T15:40:52Z,3139579722,2025-06-12 09:45:47+00:00,0.009468372911214828,neutral,EN,False,neutral,0.011278540827333927,0.09463544189929962,0.005935267545282841,0.009098860435187817,0.011906162835657597,0.042517803609371185,0.8246278166770935,0.030938853276893497,N/A,1,2025-06-12 09:45:47+00:00,2025-06-12 09:45:47+00:00,2025-07-03 15:40:52+00:00,509.91805555555555,False
## Pull Request Overview This PR fixes a bug where pressing the Escape key in a preview dialog opened within a regular dialog would close both dialogs simultaneously instead of closing only the preview dialog first. - Modified the [CODE] component to prevent escape key event propagation by adding [CODE] and [CODE] calls - Added comprehensive Cypress tests to verify the layered escape key behavior works correctly - Ensures proper dialog nesting behavior where escape keys are handled by the topmost dialog first ### Reviewed Changes Copilot reviewed 2 out of 2 changed files in this pull request and generated 1 comment. | File | Description | | ---- | ----------- | | [CODE] | Added [CODE] method to handle escape key events with proper event propagation prevention | | [CODE] | Added new test file to verify escape key behavior in nested dialog scenarios |,Copilot,review,fix,2025-07-28 08:37:42+00:00,,EN,2025-07-28T08:37:42Z,3259798274,2025-07-24 12:52:15+00:00,0.06579768657684326,neutral,EN,False,neutral,0.007297139149159193,0.005241993349045515,0.003996394108980894,0.00915306992828846,0.00584216695278883,0.02513662539422512,0.9433326125144958,0.005594423389993608,N/A,1,2025-07-24 12:52:15+00:00,2025-07-24 12:52:15+00:00,2025-07-28 08:37:42+00:00,91.7575,False
